frame_idx,time_sec,trunk_extension_deg,left_knee_valid,right_knee_valid,left_knee_vis_min,right_knee_vis_min,subject_bbox_h_px,is_clipped
88,2.9301927194860813,11.239716,False,False,0.9183295965194702,0.2185143381357193,48.32623481750488,False
89,2.963490364025696,11.211533,False,False,0.9189671874046326,0.2174791395664215,48.27537441253662,False
90,2.9967880085653107,11.178192,False,False,0.9198412299156189,0.2175752818584442,48.1736536026001,False
91,3.030085653104925,11.133636,False,False,0.9204701781272888,0.2176682949066162,48.112975120544434,False
92,3.0633832976445396,11.084991,False,False,0.9208105206489563,0.21645846962928772,48.07137966156006,False
93,3.0966809421841544,11.0316925,False,False,0.9212750792503357,0.21555373072624207,48.07085418701172,False
94,3.1299785867237686,10.97374,False,False,0.9220231771469116,0.21581624448299408,48.08747577667236,False
95,3.1632762312633833,10.881378,False,False,0.9230659008026123,0.21620862185955048,48.11051368713379,False
96,3.196573875802998,10.831772,False,False,0.9238024950027466,0.2160322517156601,48.120248794555664,False
97,3.2298715203426127,10.795166,False,False,0.9244861602783203,0.21519829332828522,48.140631675720215,False
98,3.263169164882227,10.759796,False,False,0.9244476556777954,0.21510998904705048,48.51465892791748,False
99,3.2964668094218417,10.750702,False,False,0.9245426058769226,0.21590232849121094,48.55312919616699,False
100,3.3297644539614564,10.701416,False,False,0.9252960681915283,0.21686913073062897,48.478041648864746,False
101,3.3630620985010706,10.695862,False,False,0.9254562258720398,0.21769779920578003,48.44734287261963,False
102,3.3963597430406853,10.682922,False,False,0.9248124957084656,0.21730300784111023,48.37117671966553,False
103,3.4296573875803,10.683899,False,False,0.9249669909477234,0.21778088808059692,48.291470527648926,False
104,3.4629550321199143,10.669586,False,False,0.9243742227554321,0.21672095358371735,48.255489349365234,False
105,3.496252676659529,10.661575,False,False,0.9242404699325562,0.21651218831539154,48.16090393066406,False
106,3.5295503211991437,10.660004,False,False,0.9240694046020508,0.21610550582408905,48.153740882873535,False
107,3.562847965738758,10.631363,False,False,0.9240832924842834,0.21711036562919617,48.08487606048584,False
108,3.5961456102783727,10.63266,False,False,0.9244080185890198,0.21779406070709229,48.04729080200195,False
109,3.6294432548179874,10.609482,False,False,0.9240546226501465,0.21849240362644196,47.99095439910889,False
110,3.6627408993576016,10.602829,False,False,0.9238664507865906,0.21883109211921692,47.991756439208984,False
111,3.6960385438972163,10.570877,False,False,0.9225119352340698,0.21833619475364685,47.9905948638916,False
112,3.729336188436831,10.555618,False,False,0.922452986240387,0.21798178553581238,47.9895715713501,False
113,3.7626338329764457,10.542969,False,False,0.9218220114707947,0.21613503992557526,47.98370838165283,False
114,3.79593147751606,10.547195,False,False,0.9204211831092834,0.2140258252620697,47.98036193847656,False
115,3.8292291220556747,10.511765,False,False,0.9196881651878357,0.21255454421043396,47.95414352416992,False
116,3.8625267665952894,10.495224,False,False,0.9197516441345215,0.21271930634975433,47.9338436126709,False
117,3.8958244111349036,10.4631195,False,False,0.9196158647537231,0.21246258914470673,47.909284591674805,False
118,3.9291220556745183,10.450378,False,False,0.9198207259178162,0.21349278092384338,47.89744758605957,False
119,3.962419700214133,10.479813,False,False,0.9208232760429382,0.2145126312971115,47.890395164489746,False
120,3.9957173447537473,10.514389,False,False,0.9222466349601746,0.21585609018802643,47.908371925354004,False
121,4.029014989293362,10.534546,False,False,0.9241582155227661,0.2171245515346527,47.908233642578125,False
122,4.062312633832977,10.534531,False,False,0.9255362749099731,0.21684545278549194,48.34343719482422,False
123,4.095610278372591,10.520554,False,False,0.9268810749053955,0.21745803952217102,48.589027404785156,False
124,4.128907922912206,10.494263,False,False,0.9284800887107849,0.2190735936164856,48.48343467712402,False
125,4.16220556745182,10.473709,False,False,0.9304226636886597,0.22172480821609497,48.09295177459717,False
126,4.195503211991435,10.469711,False,False,0.9300861358642578,0.22146059572696686,48.27072811126709,False
127,4.228800856531049,10.5347595,False,False,0.9297037720680237,0.22088101506233215,48.87704277038574,False
128,4.262098501070664,10.718445,False,False,0.9288061261177063,0.22128097712993622,49.04848575592041,False
129,4.295396145610279,11.095291,False,False,0.9262883067131042,0.22064708173274994,49.08833885192871,False
130,4.328693790149893,11.684708,False,False,0.9248117208480835,0.22040118277072906,49.07431697845459,False
131,4.361991434689507,12.361023,False,False,0.9234270453453064,0.21853099763393402,48.624178886413574,False
132,4.395289079229122,13.365768,False,False,0.9223998188972473,0.21630780398845673,47.255953788757324,False
133,4.428586723768737,15.007507,False,False,0.9220020174980164,0.21393556892871857,47.61424446105957,False
134,4.461884368308351,17.367126,False,False,0.9218754768371582,0.21170689165592194,50.39729595184326,False
135,4.495182012847966,19.137146,False,False,0.9220506548881531,0.21151432394981384,53.39598560333252,False
136,4.528479657387581,21.411423,False,False,0.9219580292701721,0.2124834805727005,56.507513999938965,False
137,4.5617773019271946,23.918427,False,False,0.9233412742614746,0.21136417984962463,58.80024242401123,False
138,4.595074946466809,26.127197,False,False,0.9248547554016113,0.21346284449100494,62.21878623962402,False
139,4.628372591006424,28.334183,False,False,0.9263302087783813,0.2163463681936264,64.3544807434082,False
140,4.661670235546039,30.647766,False,False,0.9271222949028015,0.21826335787773132,67.63239097595215,False
141,4.694967880085653,33.0446,False,False,0.9273902177810669,0.2223660796880722,70.64731502532959,False
142,4.728265524625268,34.910828,False,False,0.9301056265830994,0.23682351410388947,73.92315101623535,False
143,4.761563169164883,36.45282,False,False,0.9318417906761169,0.2492150068283081,76.51031112670898,False
144,4.794860813704497,37.905197,False,False,0.9341265559196472,0.26760628819465637,79.10894870758057,False
145,4.828158458244111,39.673096,False,False,0.9366665482521057,0.2860569953918457,81.91301918029785,False
146,4.861456102783726,41.19716,False,False,0.9395896196365356,0.3063618242740631,84.59794521331787,False
147,4.894753747323341,43.43799,False,False,0.9416579008102417,0.32539355754852295,87.10321426391602,False
148,4.928051391862955,44.31131,False,False,0.9433236122131348,0.34569448232650757,88.90396022796631,False
149,4.96134903640257,45.690247,False,False,0.94525146484375,0.36760374903678894,91.68208885192871,False
150,4.994646680942184,46.847977,False,False,0.9468388557434082,0.3861462473869324,94.08903884887695,False
151,5.027944325481799,48.06848,False,False,0.948110818862915,0.40322884917259216,95.90601921081543,False
152,5.061241970021413,49.19609,False,False,0.9491097927093506,0.4179419279098511,98.05587387084961,False
153,5.094539614561028,50.24878,True,False,0.9501162767410278,0.4297439754009247,100.00502490997314,False
154,5.127837259100643,51.220566,True,False,0.951088011264801,0.43726617097854614,101.88713645935059,False
155,5.161134903640257,52.10231,True,False,0.9505096077919006,0.4370215833187103,102.65491008758545,False
156,5.194432548179871,53.09102,True,False,0.9489901065826416,0.43196824193000793,102.99729824066162,False
157,5.227730192719486,54.05979,True,False,0.9469084739685059,0.42608189582824707,104.4266996383667,False
158,5.261027837259101,55.050697,True,False,0.9452466368675232,0.42157289385795593,104.72422885894775,False
159,5.294325481798715,55.735123,True,False,0.9433078169822693,0.41828498244285583,105.23808765411377,False
160,5.32762312633833,56.19066,True,False,0.942085325717926,0.41204729676246643,106.22313117980957,False
161,5.360920770877945,56.887474,True,False,0.9410877227783203,0.40751248598098755,107.13994598388672,False
162,5.394218415417559,57.351707,True,False,0.9406243562698364,0.4005385935306549,108.3223466873169,False
163,5.427516059957173,57.663025,True,False,0.9400222301483154,0.39238637685775757,110.17724418640137,False
164,5.460813704496788,57.937775,True,False,0.9396355152130127,0.3850170969963074,111.82391548156738,False
165,5.494111349036403,58.11277,True,False,0.9393129944801331,0.3765190839767456,112.65859031677246,False
166,5.527408993576017,58.27437,True,False,0.9382577538490295,0.36740145087242126,113.21133422851562,False
167,5.560706638115632,58.50811,True,False,0.937003493309021,0.355864018201828,113.46320247650146,False
168,5.594004282655247,58.67652,True,False,0.9343978762626648,0.34114161133766174,114.15400791168213,False
169,5.6273019271948606,58.85868,True,False,0.9326635599136353,0.32998281717300415,114.33280754089355,False
170,5.660599571734475,59.127327,True,False,0.9307015538215637,0.3186253011226654,115.06194496154785,False
171,5.69389721627409,59.486893,True,False,0.9282333254814148,0.3073384463787079,115.57370185852051,False
172,5.727194860813705,59.865982,True,False,0.9246527552604675,0.297865629196167,115.67484188079834,False
173,5.760492505353319,60.169556,True,False,0.9209284782409668,0.2873104512691498,116.20595836639404,False
174,5.793790149892934,60.455315,True,False,0.9185843467712402,0.2776567041873932,117.35445213317871,False
175,5.827087794432549,60.705765,True,False,0.9170989394187927,0.26977968215942383,118.02736377716064,False
176,5.860385438972163,60.939728,True,False,0.914572536945343,0.263124942779541,118.49979305267334,False
177,5.893683083511777,61.015175,True,False,0.9144098162651062,0.2594122886657715,119.28261184692383,False
178,5.926980728051392,61.267494,True,False,0.9147494435310364,0.25611811876296997,120.05992698669434,False
179,5.960278372591007,61.546738,True,False,0.9139079451560974,0.25201693177223206,120.72398853302002,False
180,5.993576017130621,61.768555,True,False,0.9125732183456421,0.24675413966178894,121.18812084197998,False
181,6.026873661670236,62.130295,True,False,0.9114507436752319,0.24327346682548523,121.55221939086914,False
182,6.06017130620985,62.44406,True,False,0.9107680320739746,0.2409648448228836,122.23044109344482,False
183,6.093468950749465,62.78119,True,False,0.9099572896957397,0.2385672628879547,122.60361099243164,False
184,6.126766595289079,63.04329,True,False,0.9084835648536682,0.23472191393375397,123.19764614105225,False
185,6.160064239828694,63.21273,True,False,0.9073614478111267,0.23032869398593903,123.76858806610107,False
186,6.193361884368309,63.352646,True,False,0.906798243522644,0.22661566734313965,124.30648040771484,False
187,6.226659528907923,63.571617,True,False,0.9054812788963318,0.2231915146112442,124.93154621124268,False
188,6.259957173447537,63.68045,True,False,0.9045501351356506,0.22069571912288666,125.88760566711426,False
189,6.293254817987152,63.814827,True,False,0.9040223360061646,0.21945235133171082,126.44261741638184,False
190,6.326552462526767,63.938126,True,False,0.903479814529419,0.21870315074920654,126.8123025894165,False
191,6.359850107066381,64.025375,True,False,0.9025499820709229,0.21688489615917206,127.16132831573486,False
192,6.393147751605996,64.10075,True,False,0.9014993906021118,0.21505779027938843,127.42854595184326,False
193,6.426445396145611,64.213394,True,False,0.9002434611320496,0.21291933953762054,127.56309509277344,False
194,6.459743040685225,64.37941,True,False,0.8981812596321106,0.21034595370292664,127.83841609954834,False
195,6.493040685224839,64.50158,True,False,0.8958649635314941,0.20742559432983398,128.82675075531006,False
196,6.526338329764454,64.6643,True,False,0.8947983384132385,0.2053045630455017,129.6444444656372,False
197,6.559635974304069,64.80379,True,False,0.8937093019485474,0.202989861369133,129.96036529541016,False
198,6.592933618843683,64.93074,True,False,0.8924746513366699,0.20069624483585358,130.3981409072876,False
199,6.626231263383298,65.031746,True,False,0.8910978436470032,0.1982717365026474,130.08235836029053,False
200,6.659528907922913,65.14379,True,False,0.8903313279151917,0.19666050374507904,129.8806037902832,False
201,6.692826552462527,65.22645,True,False,0.8890421986579895,0.19385771453380585,129.88862419128418,False
202,6.726124197002141,65.26698,True,False,0.8883938789367676,0.19058793783187866,129.62945461273193,False
203,6.759421841541756,65.35118,True,False,0.888495147228241,0.18858356773853302,128.9517583847046,False
204,6.792719486081371,65.4499,True,False,0.8887976408004761,0.1871386617422104,128.7361478805542,False
205,6.826017130620985,65.52374,True,False,0.8892446160316467,0.18584126234054565,128.7099847793579,False
206,6.8593147751606,65.59935,True,False,0.8889811635017395,0.18480423092842102,128.7330503463745,False
207,6.892612419700214,65.670074,True,False,0.8885030746459961,0.18366971611976624,128.9099416732788,False
208,6.925910064239829,65.74925,True,False,0.8878863453865051,0.18214963376522064,129.14488410949707,False
209,6.959207708779443,65.835945,True,False,0.8887740969657898,0.18146295845508575,128.36336517333984,False
210,6.992505353319058,65.95408,True,False,0.8895835280418396,0.18114745616912842,128.11301803588867,False
211,7.025802997858673,66.1228,True,False,0.8915151357650757,0.18128524720668793,127.59766578674316,False
212,7.059100642398287,66.29166,True,False,0.8937146067619324,0.18153782188892365,127.82707691192627,False
213,7.092398286937902,66.43896,True,False,0.8953102231025696,0.181206613779068,128.33800411224365,False
214,7.125695931477516,66.60211,True,False,0.897585928440094,0.18134260177612305,128.84118747711182,False
215,7.158993576017131,66.74552,True,False,0.9007608890533447,0.18297624588012695,129.09081554412842,False
216,7.192291220556745,66.936485,True,False,0.9027542471885681,0.18377220630645752,129.42103481292725,False
217,7.22558886509636,67.171196,True,False,0.9043623805046082,0.18420641124248505,129.97925472259521,False
218,7.258886509635975,67.39757,True,False,0.905622124671936,0.18391382694244385,130.28790187835693,False
219,7.292184154175589,67.576744,True,False,0.905503511428833,0.1822541505098343,132.75688552856445,False
220,7.325481798715203,67.75472,True,False,0.9064590334892273,0.1817341297864914,133.00034618377686,False
221,7.358779443254818,67.9473,True,False,0.9074122309684753,0.1817602813243866,133.5466184616089,False
222,7.392077087794433,68.150406,True,False,0.9073513746261597,0.18037931621074677,134.01368236541748,False
223,7.425374732334047,68.267426,True,False,0.9072211384773254,0.17928388714790344,134.18000888824463,False
224,7.458672376873662,68.3972,True,False,0.9055575132369995,0.17661885917186737,134.53932285308838,False
225,7.491970021413277,68.47586,True,False,0.9039936661720276,0.17373858392238617,135.02010440826416,False
226,7.525267665952891,68.52663,True,False,0.9025931358337402,0.1712225079536438,135.39067459106445,False
227,7.558565310492505,68.606636,True,False,0.901262640953064,0.16856931149959564,135.61723709106445,False
228,7.59186295503212,68.64039,True,False,0.8991600871086121,0.1647779494524002,135.97270679473877,False
229,7.625160599571735,68.67076,True,False,0.8976755738258362,0.16129079461097717,136.2325677871704,False
230,7.658458244111349,68.6975,True,False,0.8971241116523743,0.15872013568878174,136.28428554534912,False
231,7.691755888650964,68.6958,True,False,0.8963308334350586,0.15617695450782776,136.27900314331055,False
232,7.725053533190579,68.70354,True,False,0.8964793682098389,0.15470187366008759,136.27806282043457,False
233,7.758351177730193,68.697815,True,False,0.8963045477867126,0.15291468799114227,136.28425788879395,False
234,7.791648822269807,68.6819,True,False,0.8967546820640564,0.1518714427947998,136.28666400909424,False
235,7.824946466809422,68.673256,True,False,0.8970636129379272,0.1505277305841446,136.35633087158203,False
236,7.858244111349037,68.65419,True,False,0.8972971439361572,0.14888359606266022,136.39408206939697,False
237,7.891541755888651,68.63239,True,False,0.8972371220588684,0.14716403186321259,136.41999626159668,False
238,7.924839400428266,68.65103,True,False,0.8968431353569031,0.1449209749698639,136.83788681030273,False
239,7.95813704496788,68.66194,True,False,0.8960345387458801,0.1425975114107132,136.72056770324707,False
240,7.991434689507495,68.66249,True,False,0.8950721621513367,0.14036352932453156,136.68483543395996,False
241,8.02473233404711,68.65776,True,False,0.8945960402488708,0.1383027583360672,136.70176124572754,False
242,8.058029978586724,68.65919,True,False,0.8941358923912048,0.13629020750522614,136.73608303070068,False
243,8.091327623126338,68.658554,True,False,0.8932157158851624,0.13429705798625946,136.73741054534912,False
244,8.124625267665953,68.64772,True,False,0.8923805356025696,0.13266167044639587,136.7389039993286,False
245,8.157922912205567,68.64962,True,False,0.8920602798461914,0.13156966865062714,136.73168563842773,False
246,8.191220556745183,68.65028,True,False,0.8913912177085876,0.13066768646240234,136.7070713043213,False
247,8.224518201284797,68.66056,True,False,0.8903629183769226,0.12975746393203735,136.6476650238037,False
248,8.257815845824412,68.672066,True,False,0.8892700672149658,0.12903425097465515,136.5255889892578,False
249,8.291113490364026,68.69617,True,False,0.8881293535232544,0.12822996079921722,136.31050395965576,False
250,8.32441113490364,68.73581,True,False,0.8880568742752075,0.12777912616729736,136.20145416259766,False
251,8.357708779443255,68.76051,True,False,0.8876422643661499,0.1273038685321808,136.02616691589355,False
252,8.39100642398287,68.75837,True,False,0.8872722387313843,0.1270199567079544,135.95243453979492,False
253,8.424304068522485,68.75154,True,False,0.8865371346473694,0.12686294317245483,135.9452714920044,False
254,8.457601713062099,68.74411,True,False,0.8856720924377441,0.12660373747348785,135.9529047012329,False
255,8.490899357601712,68.72552,True,False,0.8849857449531555,0.12642797827720642,135.96869659423828,False
256,8.524197002141328,68.717964,True,False,0.8850196003913879,0.1265348345041275,136.0257797241211,False
257,8.557494646680942,68.715744,True,False,0.8848071098327637,0.12640047073364258,136.0256690979004,False
258,8.590792291220557,68.7119,True,False,0.885127604007721,0.12649574875831604,136.0418758392334,False
259,8.624089935760171,68.70483,True,False,0.8851311206817627,0.12649105489253998,136.09478282928467,False
260,8.657387580299787,68.694466,True,False,0.8847317099571228,0.12627121806144714,136.1547145843506,False
261,8.6906852248394,68.69234,True,False,0.8844947814941406,0.12637002766132355,136.2320146560669,False
262,8.723982869379014,68.6881,True,False,0.8840039968490601,0.12634029984474182,136.31481838226318,False
263,8.75728051391863,68.6827,True,False,0.8836315274238586,0.12626950442790985,136.38382148742676,False
264,8.790578158458244,68.6716,True,False,0.8833869695663452,0.12614382803440094,136.44516372680664,False
265,8.82387580299786,68.6567,True,False,0.8831576704978943,0.1257469654083252,136.52990341186523,False
266,8.857173447537473,68.645584,True,False,0.8833068609237671,0.12550103664398193,136.56804180145264,False
267,8.890471092077089,68.62386,True,False,0.8833042979240417,0.1251487284898758,136.62703323364258,False
268,8.923768736616703,68.568825,True,False,0.8823980093002319,0.1250927448272705,136.62706089019775,False
269,8.957066381156316,68.513405,True,False,0.8814236521720886,0.12496072798967361,136.62852668762207,False
270,8.990364025695932,68.473,True,False,0.8807653188705444,0.1246923953294754,136.62241458892822,False
271,9.023661670235546,68.45298,True,False,0.8800119161605835,0.12475109845399857,136.6049633026123,False
272,9.056959314775161,68.431946,True,False,0.8796189427375793,0.12462800741195679,136.59943199157715,False
273,9.090256959314775,68.386406,True,False,0.8797272443771362,0.12460921704769135,136.59461975097656,False
274,9.123554603854389,68.33439,True,False,0.8802015781402588,0.12488588690757751,136.56433582305908,False
275,9.156852248394005,68.30021,True,False,0.8798421621322632,0.12463828176259995,136.56425285339355,False
276,9.190149892933619,68.26609,True,False,0.8798319697380066,0.12466269731521606,136.49765586853027,False
277,9.223447537473234,68.23155,True,False,0.8801206946372986,0.12510989606380463,136.46327877044678,False
278,9.256745182012848,68.210526,True,False,0.8793899416923523,0.12493711709976196,136.32820415496826,False
279,9.290042826552463,68.17998,True,False,0.8795326948165894,0.12574617564678192,136.18309020996094,False
280,9.323340471092077,68.16101,True,False,0.8798054456710815,0.12670084834098816,136.1002311706543,False
281,9.356638115631691,68.13694,True,False,0.8805742263793945,0.12772242724895477,136.0492877960205,False
282,9.389935760171307,68.10612,True,False,0.8807543516159058,0.12817946076393127,136.01590633392334,False
283,9.42323340471092,68.06128,True,False,0.8805686831474304,0.12829387187957764,135.98064422607422,False
284,9.456531049250536,68.01443,True,False,0.8801750540733337,0.12897208333015442,135.9280138015747,False
285,9.48982869379015,67.95518,True,False,0.8799067735671997,0.12938782572746277,135.88973712921143,False
286,9.523126338329766,67.94201,True,False,0.8802052736282349,0.12954862415790558,135.88710975646973,False
287,9.55642398286938,67.93811,True,False,0.8806900978088379,0.12970036268234253,135.86844158172607,False
288,9.589721627408993,67.9316,True,False,0.8813028931617737,0.13000482320785522,135.82421875,False
289,9.623019271948609,67.92849,True,False,0.8815884590148926,0.13046179711818695,135.75670909881592,False
290,9.656316916488223,67.92438,True,False,0.8821061253547668,0.13088302314281464,135.7358283996582,False
291,9.689614561027838,67.91812,True,False,0.8825606107711792,0.13106253743171692,135.6972198486328,False
292,9.722912205567452,67.90716,True,False,0.8830016851425171,0.1313459426164627,135.67799854278564,False
