frame_idx,time_sec,left_shoulder_flexion_deg,right_shoulder_flexion_deg,left_knee_valid,right_knee_valid,left_knee_vis_min,right_knee_vis_min,subject_bbox_h_px,is_clipped
0,0.0,81.98199,78.673035,True,False,0.9863075613975525,0.38608843088150024,104.98775482177734,False
1,0.03343035343035343,81.85002,78.577866,True,False,0.9864218831062317,0.3845445215702057,104.88779067993164,False
2,0.06686070686070686,81.88827,78.464355,True,False,0.9866057634353638,0.3846367597579956,104.81205940246582,False
3,0.10029106029106029,81.9405,78.33049,True,False,0.9867664575576782,0.38339781761169434,104.81964111328125,False
4,0.13372141372141372,82.510185,78.21309,True,False,0.9869303703308105,0.3782767951488495,104.85488891601562,False
5,0.16715176715176716,83.32241,77.98382,True,False,0.9869037866592407,0.37300506234169006,105.06205558776855,False
6,0.20058212058212058,83.963875,78.087105,True,False,0.9868069887161255,0.3703714907169342,105.36781311035156,False
7,0.23401247401247402,84.892685,78.98601,True,False,0.9866613745689392,0.36884212493896484,105.3757095336914,False
8,0.26744282744282744,86.6936,80.16023,True,False,0.9865894913673401,0.3667270541191101,105.34146308898926,False
9,0.3008731808731809,88.97639,81.524445,True,False,0.9865811467170715,0.3641069531440735,104.9578857421875,False
10,0.3343035343035343,90.9163,82.74377,True,False,0.986628532409668,0.36290106177330017,104.41389083862305,False
11,0.3677338877338877,92.691025,83.177315,True,False,0.986811101436615,0.3619201183319092,104.06518936157227,False
12,0.40116424116424115,94.03731,84.267,True,False,0.9868803024291992,0.360019713640213,103.58433723449707,False
13,0.4345945945945946,94.88347,85.286,True,False,0.9869266748428345,0.3579721450805664,103.02094459533691,False
14,0.46802494802494804,94.82695,85.86163,True,False,0.9869734644889832,0.3546275198459625,102.73721694946289,False
15,0.5014553014553015,95.25634,85.932884,True,False,0.9869928359985352,0.3505793809890747,102.52933502197266,False
16,0.5348856548856549,95.42051,86.052376,True,False,0.9869605898857117,0.347314715385437,102.2050666809082,False
17,0.5683160083160083,95.21999,85.73707,True,False,0.9869064092636108,0.3443152904510498,102.21330642700195,False
18,0.6017463617463618,94.94814,85.72388,True,False,0.9867743849754333,0.3407827615737915,102.17202186584473,False
19,0.6351767151767151,94.66758,85.53501,True,False,0.9866961240768433,0.33887505531311035,102.20718383789062,False
20,0.6686070686070686,94.4949,85.69503,True,False,0.9865821003913879,0.3376453220844269,102.02310562133789,False
21,0.702037422037422,94.36261,85.784515,True,False,0.9864887595176697,0.33791255950927734,101.86775207519531,False
22,0.7354677754677754,94.226944,85.773476,True,False,0.9865056276321411,0.3386598527431488,101.83825492858887,False
23,0.7688981288981289,94.250465,85.5655,True,False,0.9864749908447266,0.3387500047683716,101.72378540039062,False
24,0.8023284823284823,94.58839,85.60756,True,False,0.9864270687103271,0.339859277009964,101.58413887023926,False
25,0.8357588357588358,94.97789,85.913506,True,False,0.9862755537033081,0.3403845429420471,101.43387794494629,False
26,0.8691891891891892,95.64765,86.955345,True,False,0.9860162734985352,0.3399420976638794,101.12274169921875,False
27,0.9026195426195426,96.02951,87.71846,True,False,0.9858601093292236,0.34131619334220886,101.00303649902344,False
28,0.9360498960498961,96.518456,88.700424,True,False,0.9856579899787903,0.3415241539478302,100.9035587310791,False
29,0.9694802494802495,96.94915,89.5619,True,False,0.9855016469955444,0.3435615599155426,100.73501586914062,False
30,1.002910602910603,97.160614,90.7262,True,False,0.9854326844215393,0.34607312083244324,100.34517288208008,False
31,1.0363409563409562,97.69438,91.79025,True,False,0.9855295419692993,0.3481777608394623,100.01727104187012,False
32,1.0697713097713097,98.17485,93.113335,False,False,0.9855545163154602,0.3492521643638611,99.83462333679199,False
33,1.1032016632016632,98.409386,94.11816,False,False,0.9855989813804626,0.35203784704208374,99.69852447509766,False
34,1.1366320166320165,98.42692,95.13845,False,False,0.9856270551681519,0.3563608229160309,99.36641693115234,False
35,1.17006237006237,98.45989,95.961235,False,False,0.9855502247810364,0.3609893321990967,99.08028602600098,False
36,1.2034927234927235,98.54293,96.25245,False,False,0.9854475259780884,0.36739271879196167,98.92733573913574,False
37,1.236923076923077,98.580894,96.38702,False,False,0.9854095578193665,0.37393712997436523,98.6543083190918,False
38,1.2703534303534303,99.131996,96.59521,False,False,0.9854976534843445,0.3801189064979553,98.19703102111816,False
39,1.3037837837837838,100.12865,97.49334,False,False,0.9855906367301941,0.3843056261539459,97.3139476776123,False
40,1.3372141372141373,100.95014,98.19716,False,False,0.9856473803520203,0.38702014088630676,96.75058364868164,False
41,1.3706444906444906,101.795395,98.91943,False,False,0.9855733513832092,0.38786983489990234,96.53097152709961,False
42,1.404074844074844,101.87633,99.0714,False,False,0.9855049848556519,0.3895755410194397,96.8086051940918,False
43,1.4375051975051976,101.99522,99.366135,False,False,0.985516369342804,0.39368313550949097,96.67093276977539,False
44,1.4709355509355508,102.23925,99.54055,False,False,0.9855248332023621,0.3961506187915802,96.63013458251953,False
45,1.5043659043659043,103.07076,99.50581,False,False,0.9855359792709351,0.39733147621154785,96.55703544616699,False
46,1.5377962577962578,104.27931,99.911354,False,False,0.9854661822319031,0.397029846906662,96.28998756408691,False
47,1.5712266112266111,105.77506,101.74474,False,False,0.9852151274681091,0.3958386182785034,94.91912841796875,False
48,1.6046569646569646,108.79135,104.04985,False,False,0.9849314093589783,0.39443832635879517,93.5006332397461,False
49,1.6380873180873181,111.27504,104.79875,False,False,0.9844953417778015,0.39163443446159363,92.62298583984375,False
50,1.6715176715176716,115.58342,107.46346,False,False,0.9843037724494934,0.38896510004997253,91.23830795288086,False
51,1.7049480249480249,117.27625,109.14495,False,False,0.9843654632568359,0.3902072310447693,90.61752319335938,False
52,1.7383783783783784,117.33077,109.56574,False,False,0.9844678044319153,0.3921982944011688,90.47501564025879,False
53,1.7718087318087319,116.73701,110.00177,False,False,0.9843606352806091,0.3940415680408478,90.36051750183105,False
54,1.8052390852390852,116.18853,110.30707,False,False,0.9844419360160828,0.3989218473434448,90.30632972717285,False
55,1.8386694386694387,116.45223,110.65362,False,False,0.9846138954162598,0.4043412506580353,90.24001121520996,False
56,1.8720997920997922,116.30493,110.779144,False,False,0.9846963882446289,0.4081729054450989,89.91499900817871,False
57,1.9055301455301454,116.01895,110.41484,False,False,0.9848645329475403,0.4131225049495697,89.77191925048828,False
58,1.938960498960499,116.0537,110.21073,False,False,0.9849879741668701,0.4162024259567261,89.72159385681152,False
59,1.9723908523908524,115.84257,110.00693,False,False,0.9850534796714783,0.41860559582710266,89.67759132385254,False
60,2.005821205821206,115.61447,109.75741,False,False,0.9849657416343689,0.4197458028793335,89.10515785217285,False
61,2.0392515592515594,115.55107,109.88076,False,False,0.984796404838562,0.41960805654525757,88.75948905944824,False
62,2.0726819126819125,115.49855,110.05567,False,False,0.984592080116272,0.4206177294254303,88.4831428527832,False
63,2.106112266112266,115.97746,110.553986,False,False,0.9844895005226135,0.4213520288467407,88.40560913085938,False
64,2.1395426195426195,116.68271,111.131195,False,False,0.9841994643211365,0.42344972491264343,88.60613822937012,False
65,2.172972972972973,118.176704,112.46999,False,False,0.9841569662094116,0.42516475915908813,88.63031387329102,False
66,2.2064033264033265,119.41372,114.20536,False,False,0.9840832352638245,0.4258730411529541,88.96965980529785,False
67,2.23983367983368,120.66639,115.95204,False,False,0.9841428399085999,0.42754417657852173,89.17691230773926,False
68,2.273264033264033,122.56801,116.8487,False,False,0.9842171669006348,0.43097999691963196,89.30980682373047,False
69,2.3066943866943865,122.88609,117.29811,False,False,0.9840209484100342,0.43298444151878357,89.71604347229004,False
70,2.34012474012474,123.20242,117.84192,False,False,0.9841965436935425,0.4355756342411041,89.9992847442627,False
71,2.3735550935550935,123.85755,118.688385,False,False,0.9843944311141968,0.43890106678009033,90.18487930297852,False
72,2.406985446985447,125.18453,119.63465,False,False,0.9846315979957581,0.44276583194732666,90.13129234313965,False
73,2.4404158004158005,126.6323,120.86009,False,False,0.9848958849906921,0.4465477764606476,89.9406623840332,False
74,2.473846153846154,127.50308,122.33245,False,False,0.9851258993148804,0.4511161744594574,89.61324691772461,False
75,2.507276507276507,129.32886,124.20772,False,False,0.9854785799980164,0.4562179744243622,89.49048042297363,False
76,2.5407068607068606,131.15996,125.58838,False,False,0.9858781695365906,0.4616001546382904,89.25945281982422,False
