frame_idx,time_sec,left_knee_flexion_deg,right_knee_flexion_deg,left_knee_valid,right_knee_valid,left_knee_vis_min,right_knee_vis_min,subject_bbox_h_px,is_clipped
71,2.3723466666666666,85.56204,0.6387329,True,True,0.9386476278305054,0.9238056540489197,201.0543966293335,False
72,2.40576,85.40518,0.11367798,True,True,0.9387280941009521,0.9236422181129456,200.1406717300415,False
73,2.439173333333333,85.38052,0.43828163,True,True,0.9376983046531677,0.9227548241615295,201.38751983642578,False
74,2.472586666666667,85.31525,1.7434264,True,True,0.9380598664283752,0.9227818846702576,199.5650053024292,False
75,2.5060000000000002,84.905,3.8467448,True,True,0.9385649561882019,0.9219056367874146,197.77121543884277,False
76,2.5394133333333335,84.20218,6.3087416,True,True,0.9384220242500305,0.920410692691803,197.69123554229736,False
77,2.572826666666667,83.921234,11.772658,True,True,0.9384937286376953,0.9182744026184082,197.64198303222656,False
78,2.60624,83.92581,15.560839,True,True,0.9368452429771423,0.9148364663124084,197.3735761642456,False
79,2.6396533333333334,83.90674,19.509884,True,True,0.9364683628082275,0.9138836860656738,197.16802597045898,False
80,2.6730666666666667,83.783844,22.530798,True,True,0.9375095367431641,0.9143201112747192,197.13140487670898,False
81,2.70648,83.77841,25.431038,True,True,0.937701940536499,0.911597490310669,197.141432762146,False
82,2.7398933333333333,83.75076,26.90166,True,True,0.938229501247406,0.9091394543647766,197.24830627441406,False
83,2.7733066666666666,83.75668,29.213028,True,True,0.938522458076477,0.9058489799499512,197.25339889526367,False
84,2.80672,83.74475,31.437761,True,True,0.9396655559539795,0.9017512798309326,197.23980903625488,False
85,2.840133333333333,83.83801,34.003975,True,True,0.9405262470245361,0.8958730697631836,197.20632076263428,False
86,2.873546666666667,83.80182,36.168694,True,True,0.9425463080406189,0.8918286561965942,197.19489097595215,False
87,2.90696,83.742645,38.118683,True,True,0.9446979761123657,0.8882692456245422,197.0363187789917,False
88,2.9403733333333335,83.69208,41.054993,True,True,0.9465024471282959,0.8823375701904297,196.71515464782715,False
89,2.973786666666667,83.752625,43.664425,True,True,0.9471598863601685,0.873267412185669,196.40666484832764,False
90,3.0072,83.75922,46.39371,True,True,0.9481677412986755,0.8661361932754517,196.20929718017578,False
91,3.0406133333333334,83.730804,48.636883,True,True,0.9477433562278748,0.8557277917861938,195.72026252746582,False
92,3.0740266666666667,83.71646,50.357304,True,True,0.9495323896408081,0.8556498289108276,195.20517826080322,False
93,3.10744,83.71329,52.020504,True,True,0.9518841505050659,0.8567869067192078,194.38685417175293,False
94,3.1408533333333333,83.70471,53.33383,True,True,0.9534244537353516,0.8581061363220215,193.5170316696167,False
95,3.1742666666666666,83.747986,54.036106,True,True,0.9551857709884644,0.8605510592460632,192.83369064331055,False
96,3.20768,83.87537,55.252464,True,True,0.9565083980560303,0.860080897808075,191.8687105178833,False
97,3.2410933333333336,83.947266,55.795864,True,True,0.9592205882072449,0.8674033284187317,191.0886526107788,False
98,3.274506666666667,84.00763,56.779728,True,True,0.9620966911315918,0.8766099214553833,190.3952980041504,False
99,3.30792,83.99533,57.517784,True,True,0.9645316004753113,0.8845524191856384,189.839129447937,False
100,3.3413333333333335,83.97327,58.127728,True,True,0.9668384790420532,0.8888766765594482,189.45729732513428,False
101,3.374746666666667,83.86484,58.089535,True,True,0.9689933061599731,0.8901351094245911,189.0437936782837,False
102,3.40816,83.60913,58.0408,True,True,0.9708134531974792,0.8907402753829956,188.54114055633545,False
103,3.4415733333333334,83.39453,58.336555,True,True,0.9724733829498291,0.8921250104904175,188.03602695465088,False
104,3.4749866666666667,83.2887,58.754013,True,True,0.9735633730888367,0.8901824355125427,187.6244831085205,False
105,3.5084,83.269745,59.532566,True,True,0.9744691848754883,0.8877450227737427,187.39385604858398,False
106,3.5418133333333333,83.251495,60.19571,True,True,0.9752511978149414,0.8852166533470154,187.05320835113525,False
107,3.5752266666666666,83.23172,60.93917,True,True,0.9758156538009644,0.8823045492172241,186.51060104370117,False
108,3.6086400000000003,83.194824,61.542965,True,True,0.9760092496871948,0.8778761029243469,185.9773063659668,False
109,3.6420533333333336,83.15143,61.815224,True,True,0.9762104749679565,0.8739063739776611,185.38912296295166,False
110,3.675466666666667,83.08618,62.11388,True,True,0.9765933156013489,0.8725151419639587,185.01919269561768,False
111,3.70888,83.054474,62.51757,True,True,0.977077841758728,0.8735641241073608,184.91689682006836,False
112,3.7422933333333335,82.983826,62.4605,True,True,0.977541983127594,0.8751816749572754,184.66509819030762,False
113,3.7757066666666668,82.895935,62.538696,True,True,0.9779043197631836,0.8758177161216736,184.36795234680176,False
114,3.80912,82.83185,62.914257,True,True,0.9775604605674744,0.8735714554786682,184.23645973205566,False
115,3.8425333333333334,82.79559,63.450794,True,True,0.9766976237297058,0.8696677684783936,183.98311614990234,False
116,3.8759466666666667,82.73099,63.65077,True,True,0.9757980704307556,0.8655988574028015,183.487229347229,False
117,3.90936,82.65387,63.84196,True,True,0.9746238589286804,0.8605031371116638,183.04421424865723,False
118,3.9427733333333332,82.65558,64.10164,True,True,0.9740785360336304,0.8559173941612244,182.63684749603271,False
119,3.9761866666666665,82.64038,64.979744,True,True,0.9736776947975159,0.8515269160270691,182.5293731689453,False
120,4.0096,82.622986,66.239044,True,True,0.9730008244514465,0.8446596264839172,182.59878158569336,False
121,4.043013333333334,82.56732,66.69916,True,True,0.972355842590332,0.8382366895675659,182.66857624053955,False
122,4.076426666666666,82.55545,67.28102,True,True,0.9714364409446716,0.830994188785553,182.70310878753662,False
123,4.10984,82.48837,68.03173,True,True,0.9705767631530762,0.8249032497406006,182.95851230621338,False
124,4.143253333333333,82.39502,68.54559,True,True,0.9693577885627747,0.81730055809021,183.5149383544922,False
125,4.176666666666667,82.36279,68.99987,True,True,0.968616783618927,0.8126468658447266,183.75170230865479,False
126,4.2100800000000005,82.32684,69.5186,True,True,0.9671890735626221,0.8052114844322205,184.2715358734131,False
127,4.243493333333333,82.31027,69.9768,True,True,0.9647760987281799,0.7950253486633301,184.66575622558594,False
128,4.276906666666667,82.31564,70.476456,True,True,0.9619518518447876,0.785102367401123,184.99907970428467,False
129,4.31032,82.298615,70.8872,True,True,0.9593453407287598,0.7751629948616028,185.2032709121704,False
130,4.343733333333334,82.28311,71.35666,True,True,0.9570191502571106,0.7637466788291931,185.6056308746338,False
131,4.3771466666666665,82.308014,71.77175,True,True,0.9552381038665771,0.755060076713562,185.9584665298462,False
132,4.41056,82.3801,72.1676,True,True,0.953515350818634,0.7467820048332214,186.34357452392578,False
133,4.443973333333333,82.42648,72.46764,True,True,0.9522092342376709,0.740533709526062,186.5722131729126,False
134,4.477386666666667,82.51874,72.844124,True,True,0.9512379169464111,0.7353531122207642,186.92479133605957,False
135,4.5108,82.56769,73.29327,True,True,0.9502341747283936,0.7301058769226074,187.239089012146,False
136,4.544213333333333,82.49164,73.64678,True,True,0.9498147368431091,0.7265352010726929,187.56000995635986,False
137,4.577626666666667,82.39276,73.933395,True,True,0.9497156739234924,0.724075198173523,188.15966606140137,False
138,4.61104,82.30005,74.22263,True,True,0.9493534564971924,0.7210459113121033,188.69153022766113,False
139,4.644453333333334,82.28427,74.346245,True,True,0.9489062428474426,0.7183454632759094,189.03375148773193,False
140,4.677866666666667,82.2023,74.40648,True,True,0.9496965408325195,0.7214844822883606,189.53732013702393,False
141,4.71128,82.116455,74.489815,True,True,0.9510797262191772,0.7273827791213989,189.98175144195557,False
142,4.744693333333333,81.9953,74.6544,True,True,0.9530801177024841,0.736254096031189,190.33917903900146,False
143,4.778106666666667,81.94061,74.857506,True,True,0.9538892507553101,0.7403151392936707,190.77331066131592,False
144,4.81152,81.82788,75.06134,True,True,0.9549437761306763,0.7450908422470093,191.2351655960083,False
145,4.8449333333333335,81.77966,75.28122,True,True,0.9558677077293396,0.7493895292282104,191.56778812408447,False
146,4.878346666666666,81.79382,75.41413,True,True,0.9571173191070557,0.75565505027771,191.9031000137329,False
147,4.91176,81.81592,75.4752,True,True,0.9584614634513855,0.7626172304153442,192.34312534332275,False
148,4.945173333333334,81.85632,75.504585,True,True,0.9586034417152405,0.7641572952270508,192.99063205718994,False
149,4.978586666666667,81.938995,75.66844,True,True,0.9572831988334656,0.7615847587585449,193.20595264434814,False
150,5.0120000000000005,82.032196,75.75842,True,True,0.9551726579666138,0.7572737336158752,193.484787940979,False
151,5.045413333333333,82.105286,75.91312,True,True,0.9539254903793335,0.7543343901634216,193.72954845428467,False
152,5.078826666666667,82.184326,76.02698,True,True,0.9518678784370422,0.7479909658432007,193.74930381774902,False
153,5.11224,82.269714,76.21552,True,True,0.9499484300613403,0.7431323528289795,193.869366645813,False
154,5.145653333333334,82.322845,76.39765,True,True,0.9476177096366882,0.7386820912361145,193.86531829833984,False
155,5.1790666666666665,82.40933,76.6139,True,True,0.9455453157424927,0.7357712984085083,193.87925148010254,False
156,5.21248,82.45322,76.82637,True,True,0.9421151280403137,0.7301182150840759,193.87453079223633,False
157,5.245893333333333,82.594666,77.00989,True,True,0.9402913451194763,0.7282155752182007,193.99569511413574,False
158,5.279306666666667,82.69101,77.12284,True,True,0.9396843314170837,0.7294761538505554,194.0065097808838,False
159,5.3127200000000006,82.755005,77.19028,True,True,0.9380581974983215,0.7275464534759521,194.04444694519043,False
160,5.346133333333333,82.80499,77.249115,True,True,0.937524676322937,0.7287110686302185,194.08631801605225,False
161,5.379546666666667,82.85828,77.27586,True,True,0.9372057318687439,0.7299191951751709,194.0901517868042,False
162,5.41296,82.92227,77.3071,True,True,0.9368438720703125,0.7312342524528503,194.09907817840576,False
163,5.446373333333334,82.9516,77.34383,True,True,0.9380409121513367,0.737455427646637,194.0907382965088,False
164,5.479786666666667,82.99594,77.40733,True,True,0.9399700164794922,0.7454466223716736,194.11192417144775,False
165,5.5132,83.00333,77.43629,True,True,0.9418647289276123,0.7532280683517456,194.19050216674805,False
166,5.546613333333333,82.94879,77.445724,True,True,0.9436491131782532,0.7615100741386414,194.47697639465332,False
167,5.580026666666667,82.94531,77.44072,True,True,0.9445250034332275,0.7664259076118469,194.89213943481445,False
168,5.61344,82.91928,77.43639,True,True,0.94548499584198,0.7703711986541748,195.07720470428467,False
169,5.6468533333333335,82.91901,77.43099,True,True,0.9463266134262085,0.773516058921814,195.31115055084229,False
170,5.680266666666666,82.97577,77.403915,True,True,0.9469015598297119,0.7757997512817383,195.5394744873047,False
171,5.71368,83.045746,77.38967,True,True,0.9475156664848328,0.778493344783783,195.7391881942749,False
172,5.747093333333334,83.068634,77.36829,True,True,0.9479370713233948,0.7811000943183899,196.04570388793945,False
173,5.780506666666667,83.10315,77.33554,True,True,0.9491721391677856,0.7856851816177368,196.49195194244385,False
174,5.81392,83.09396,77.25888,True,True,0.9502524137496948,0.7902142405509949,196.86723232269287,False
175,5.847333333333333,83.09323,77.227325,True,True,0.9517167210578918,0.7957571148872375,197.34765529632568,False
176,5.880746666666667,83.11255,77.18312,True,True,0.9532439112663269,0.8012734055519104,197.75217533111572,False
177,5.91416,83.13031,77.145386,True,True,0.954659640789032,0.8061447739601135,198.3634328842163,False
178,5.947573333333334,83.16077,77.151276,True,True,0.9544224739074707,0.8048508763313293,198.70450973510742,False
179,5.9809866666666665,83.22449,77.15663,True,True,0.9552286267280579,0.8066816329956055,198.91911506652832,False
180,6.0144,83.26889,77.15458,True,True,0.9557211995124817,0.807792067527771,199.27375316619873,False
181,6.047813333333333,83.28168,77.14229,True,True,0.9567427039146423,0.8106939196586609,199.72196102142334,False
182,6.081226666666667,83.360535,77.12741,True,True,0.9572951793670654,0.8121743202209473,200.05562782287598,False
183,6.1146400000000005,83.36496,77.10148,True,True,0.9579604268074036,0.8142701983451843,200.2345848083496,False
184,6.148053333333333,83.37979,77.0999,True,True,0.9588578343391418,0.8180717825889587,200.44837474822998,False
185,6.181466666666667,83.378235,77.12821,True,True,0.9596955180168152,0.8220989108085632,200.58481693267822,False
186,6.21488,83.384766,77.15428,True,True,0.9605740904808044,0.825643002986908,200.71721076965332,False
187,6.248293333333334,83.37988,77.19915,True,True,0.9611693620681763,0.8288055062294006,200.84157943725586,False
188,6.2817066666666665,83.37567,77.28582,True,True,0.9613878130912781,0.8310288786888123,200.95742225646973,False
189,6.31512,83.375244,77.38447,True,True,0.9618428349494934,0.8337550759315491,201.08561038970947,False
190,6.348533333333333,83.381805,77.50684,True,True,0.9616071581840515,0.8340564966201782,201.1407995223999,False
191,6.381946666666667,83.385956,77.61643,True,True,0.9613112807273865,0.8337724208831787,201.19906425476074,False
192,6.41536,83.40152,77.709915,True,True,0.9603632688522339,0.8318361043930054,201.2077760696411,False
193,6.4487733333333335,83.42346,77.87757,True,True,0.9596073031425476,0.8303725719451904,201.16345882415771,False
194,6.482186666666667,83.45401,77.89277,True,True,0.9579950571060181,0.826366662979126,201.11034393310547,False
195,6.5156,83.46655,77.880775,True,True,0.9572586417198181,0.8246270418167114,201.10774040222168,False
196,6.549013333333334,83.47113,77.8675,True,True,0.956852912902832,0.8237907290458679,201.0543966293335,False
197,6.582426666666667,83.47565,77.83672,True,True,0.9552494883537292,0.8193719983100891,200.93419075012207,False
198,6.61584,83.486115,77.83179,True,True,0.9539718627929688,0.8167476058006287,200.8532953262329,False
199,6.649253333333333,83.503784,77.79954,True,True,0.95240718126297,0.8132904767990112,200.78474521636963,False
200,6.682666666666667,83.523865,77.77023,True,True,0.9499707221984863,0.8072344660758972,200.7533311843872,False
201,6.71608,83.52515,77.75632,True,True,0.9469284415245056,0.800586998462677,200.74788093566895,False
202,6.749493333333334,83.56299,77.75266,True,True,0.9443763494491577,0.7959150671958923,200.75706481933594,False
203,6.782906666666666,83.563416,77.74782,True,True,0.944079577922821,0.7965930700302124,200.6561279296875,False
204,6.81632,83.53589,77.77311,True,True,0.9425957202911377,0.794008195400238,200.4220676422119,False
205,6.849733333333334,83.17969,77.78263,True,True,0.9419801235198975,0.7934311628341675,200.1613426208496,False
206,6.883146666666667,82.97223,77.770996,True,True,0.9407355785369873,0.7939805388450623,199.69439506530762,False
207,6.9165600000000005,82.98569,77.73712,True,True,0.9398186206817627,0.7949295043945312,199.19371604919434,False
208,6.949973333333333,82.95242,77.59872,True,True,0.939373254776001,0.7996265292167664,198.34394931793213,False
209,6.983386666666667,82.54437,77.53608,True,True,0.9386636018753052,0.8041771650314331,197.37849712371826,False
210,7.0168,82.721924,77.56405,True,True,0.9372195601463318,0.8084491491317749,195.99492073059082,False
211,7.050213333333334,82.812805,77.596176,True,True,0.9348044395446777,0.8110421299934387,195.06866455078125,False
212,7.0836266666666665,82.870544,77.6205,True,True,0.93233722448349,0.8129676580429077,194.4852876663208,False
213,7.11704,82.842865,77.68192,True,True,0.9292653203010559,0.8139930963516235,193.9190912246704,False
214,7.150453333333333,82.87268,77.733635,True,True,0.9260653257369995,0.814809262752533,193.57732772827148,False
215,7.183866666666667,82.908905,77.75733,True,True,0.922468900680542,0.8158585429191589,193.1354570388794,False
216,7.217280000000001,82.95413,77.77186,True,True,0.9192432761192322,0.8172625303268433,192.81070232391357,False
217,7.250693333333333,83.083984,77.786606,True,True,0.9153799414634705,0.8178519010543823,192.4945878982544,False
218,7.284106666666667,83.338745,77.80778,True,True,0.9111911058425903,0.8180698156356812,192.05523490905762,False
219,7.31752,83.4765,77.85129,True,True,0.9073951840400696,0.8169591426849365,191.73831939697266,False
220,7.350933333333334,83.601685,77.851425,True,True,0.9033536314964294,0.8156899213790894,191.3922643661499,False
221,7.384346666666667,83.659515,77.85905,True,True,0.8998032808303833,0.8140929937362671,191.04941368103027,False
222,7.41776,83.69171,77.863464,True,True,0.8966682553291321,0.8131740689277649,190.57551383972168,False
223,7.451173333333333,83.72519,77.99263,True,True,0.8934595584869385,0.8104581832885742,190.16039371490479,False
224,7.484586666666667,83.73822,78.11958,True,True,0.8907681107521057,0.8072008490562439,189.95025157928467,False
225,7.518,83.743835,78.27803,True,True,0.8887411952018738,0.8038491606712341,189.6922731399536,False
226,7.5514133333333335,83.76776,78.384895,True,True,0.8863458633422852,0.7989470362663269,189.46978569030762,False
227,7.584826666666667,83.832886,78.54119,True,True,0.8841758966445923,0.7927883863449097,189.2893409729004,False
228,7.61824,83.89047,78.69176,True,True,0.8808890581130981,0.7841904163360596,189.10261631011963,False
229,7.651653333333334,83.90338,78.77554,True,True,0.8784589171409607,0.7771904468536377,188.912672996521,False
230,7.685066666666667,83.931946,78.809784,True,True,0.876308798789978,0.7699702978134155,188.67932796478271,False
231,7.7184800000000005,83.92816,78.79985,True,True,0.8752269148826599,0.765170693397522,188.526349067688,False
232,7.751893333333333,83.90408,78.79245,True,True,0.8734734654426575,0.7599969506263733,188.25176239013672,False
233,7.785306666666667,83.933624,78.7783,True,True,0.8717202544212341,0.7558377981185913,187.90766716003418,False
234,7.81872,83.973816,78.755714,True,True,0.8703712821006775,0.7509300708770752,187.56820678710938,False
235,7.852133333333334,84.01053,78.680534,True,True,0.868057131767273,0.7459701299667358,187.28708267211914,False
236,7.8855466666666665,84.04852,78.59417,True,True,0.8666854500770569,0.7416597604751587,186.98158264160156,False
237,7.91896,84.13397,78.48295,True,True,0.8663620948791504,0.7378672361373901,186.77035331726074,False
238,7.952373333333333,84.246155,78.40238,True,True,0.8656912446022034,0.7343522310256958,186.5520715713501,False
239,7.985786666666667,84.367615,78.335236,True,True,0.8646413087844849,0.730328381061554,186.34310245513916,False
240,8.0192,84.457275,78.051254,True,True,0.8639452457427979,0.7253870368003845,186.20060920715332,False
241,8.052613333333333,84.51022,77.82397,True,True,0.8627668023109436,0.7195735573768616,186.09965801239014,False
242,8.086026666666667,84.5235,77.67726,True,True,0.86161208152771,0.7143691182136536,186.10083103179932,False
243,8.11944,84.55646,77.58496,True,True,0.8609098792076111,0.7099919319152832,186.02198123931885,False
244,8.152853333333333,84.61035,77.519165,True,True,0.8608471751213074,0.7055736780166626,186.23873233795166,False
245,8.186266666666667,84.69165,77.40545,True,True,0.8609526753425598,0.7032378315925598,186.33620738983154,False
246,8.21968,84.79736,77.30045,True,True,0.8626098036766052,0.7047206163406372,186.28994464874268,False
247,8.253093333333334,84.886444,77.22086,True,True,0.8641185164451599,0.7054815292358398,186.13304615020752,False
248,8.286506666666666,85.022095,77.1201,True,True,0.8646770715713501,0.7024948596954346,185.96444606781006,False
249,8.31992,85.116394,77.101776,True,True,0.8645796775817871,0.6991224884986877,185.84900379180908,False
250,8.353333333333333,85.183044,76.97378,True,True,0.8638535737991333,0.6961745023727417,185.88654041290283,False
251,8.386746666666667,85.22238,76.94645,True,True,0.8629621267318726,0.6919094920158386,185.93055725097656,False
252,8.420160000000001,85.223694,76.91361,True,True,0.8614083528518677,0.6886016130447388,186.00521564483643,False
253,8.453573333333333,85.276886,76.849815,True,True,0.8618027567863464,0.6887245178222656,185.93514919281006,False
254,8.486986666666667,85.3436,76.846634,True,True,0.8627119064331055,0.6895874738693237,185.93064308166504,False
255,8.5204,85.37784,76.82137,True,True,0.8634629249572754,0.6911474466323853,185.91145992279053,False
256,8.553813333333334,85.4093,76.8112,True,True,0.8643384575843811,0.693203866481781,185.81384181976318,False
257,8.587226666666666,85.48108,76.81412,True,True,0.8655312657356262,0.6954343914985657,185.75197219848633,False
258,8.62064,85.53842,76.7968,True,True,0.8662912845611572,0.6982303857803345,185.71547985076904,False
259,8.654053333333334,85.542755,76.79871,True,True,0.8672747015953064,0.7005154490470886,185.68495273590088,False
260,8.687466666666667,85.525665,76.80655,True,True,0.8677578568458557,0.7026143074035645,185.67528247833252,False
261,8.72088,85.493774,76.81131,True,True,0.8678902387619019,0.7042934894561768,185.68087577819824,False
262,8.754293333333333,85.45734,76.81803,True,True,0.8679944276809692,0.7060161232948303,185.72585105895996,False
263,8.787706666666667,85.432495,76.86069,True,True,0.8671926259994507,0.7066422700881958,185.74846744537354,False
264,8.82112,85.47101,76.92244,True,True,0.867303192615509,0.7080273032188416,185.78033924102783,False
265,8.854533333333334,85.535675,76.96298,True,True,0.867753803730011,0.7102933526039124,185.8055591583252,False
266,8.887946666666666,85.533264,77.041626,True,True,0.8679969906806946,0.7122247219085693,185.8469295501709,False
267,8.92136,85.516846,77.07801,True,True,0.8692338466644287,0.7138597369194031,185.85647106170654,False
