frame_idx,time_sec,pose_detected,image_w,image_h,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,bbox_h_px,bbox_w_px,bbox_area_norm,is_clipped,nose_x,nose_y,nose_z,nose_visibility,left_eye_inner_x,left_eye_inner_y,left_eye_inner_z,left_eye_inner_visibility,left_eye_x,left_eye_y,left_eye_z,left_eye_visibility,left_eye_outer_x,left_eye_outer_y,left_eye_outer_z,left_eye_outer_visibility,right_eye_inner_x,right_eye_inner_y,right_eye_inner_z,right_eye_inner_visibility,right_eye_x,right_eye_y,right_eye_z,right_eye_visibility,right_eye_outer_x,right_eye_outer_y,right_eye_outer_z,right_eye_outer_visibility,left_ear_x,left_ear_y,left_ear_z,left_ear_visibility,right_ear_x,right_ear_y,right_ear_z,right_ear_visibility,mouth_left_x,mouth_left_y,mouth_left_z,mouth_left_visibility,mouth_right_x,mouth_right_y,mouth_right_z,mouth_right_visibility,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_visibility,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_visibility,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_visibility,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_visibility,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_visibility,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_visibility,left_pinky_x,left_pinky_y,left_pinky_z,left_pinky_visibility,right_pinky_x,right_pinky_y,right_pinky_z,right_pinky_visibility,left_index_x,left_index_y,left_index_z,left_index_visibility,right_index_x,right_index_y,right_index_z,right_index_visibility,left_thumb_x,left_thumb_y,left_thumb_z,left_thumb_visibility,right_thumb_x,right_thumb_y,right_thumb_z,right_thumb_visibility,left_hip_x,left_hip_y,left_hip_z,left_hip_visibility,right_hip_x,right_hip_y,right_hip_z,right_hip_visibility,left_knee_x,left_knee_y,left_knee_z,left_knee_visibility,right_knee_x,right_knee_y,right_knee_z,right_knee_visibility,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_visibility,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_visibility,left_heel_x,left_heel_y,left_heel_z,left_heel_visibility,right_heel_x,right_heel_y,right_heel_z,right_heel_visibility,left_foot_index_x,left_foot_index_y,left_foot_index_z,left_foot_index_visibility,right_foot_index_x,right_foot_index_y,right_foot_index_z,right_foot_index_visibility
0,0.0,True,848,480,0.45268481969833374,0.40324637293815613,0.710267961025238,0.82815021276474,203.95384311676025,218.43050384521484,0.10944806582439526,False,0.5323035717010498,0.41989898681640625,-0.06607319414615631,0.9999860525131226,0.5361188650131226,0.4052935838699341,-0.06211326643824577,0.9999967813491821,0.538730800151825,0.4043043851852417,-0.06214733421802521,0.9999949932098389,0.5415285229682922,0.40324637293815613,-0.062225062400102615,0.9999969005584717,0.5302333235740662,0.407643586397171,-0.04564592242240906,0.9999942779541016,0.5287617444992065,0.40819281339645386,-0.045607853680849075,0.9999836683273315,0.5273306369781494,0.4086856544017792,-0.04558505117893219,0.9999897480010986,0.5503091216087341,0.4058144688606262,-0.027370601892471313,0.9999933242797852,0.533825159072876,0.41034969687461853,0.044039756059646606,0.9999719858169556,0.5406666994094849,0.4326978325843811,-0.051833659410476685,0.9999788999557495,0.5329679846763611,0.4348084330558777,-0.031219815835356712,0.9999387264251709,0.5662042498588562,0.4757917523384094,-0.08186974376440048,0.9999281167984009,0.5552392601966858,0.47787803411483765,0.14211483299732208,0.9986456036567688,0.5723185539245605,0.5828393697738647,-0.12247974425554276,0.9660060405731201,0.5664569139480591,0.578596830368042,0.15482676029205322,0.01035364530980587,0.5204448103904724,0.6078625917434692,-0.10861333459615707,0.9594600200653076,0.5590453743934631,0.6256473660469055,0.08826955407857895,0.012597731314599514,0.5080702304840088,0.6220945715904236,-0.12842439115047455,0.940747857093811,0.5575101971626282,0.6390793323516846,0.07856353372335434,0.020003890618681908,0.5045551657676697,0.6113975644111633,-0.11875087767839432,0.9422804117202759,0.5557251572608948,0.6323797702789307,0.06251503527164459,0.019813088700175285,0.5077823400497437,0.6075355410575867,-0.10281877964735031,0.9223474264144897,0.5564522743225098,0.6288658976554871,0.07805146276950836,0.023005913943052292,0.5816497206687927,0.6427842974662781,-0.07911966741085052,0.9996371269226074,0.5852193832397461,0.65358567237854,0.07903162389993668,0.9994446635246277,0.4907386302947998,0.6416095495223999,-0.08991062641143799,0.9544894695281982,0.6107450723648071,0.7872504591941833,0.04060838371515274,0.9814303517341614,0.49040693044662476,0.790751039981842,-0.03256957605481148,0.9870454668998718,0.6983655095100403,0.793470025062561,0.08443072438240051,0.9945384860038757,0.5000587701797485,0.8145824670791626,-0.026427414268255234,0.9872271418571472,0.7072860598564148,0.7769466638565063,0.0910751074552536,0.9957318902015686,0.45268481969833374,0.8109458684921265,-0.036297038197517395,0.9737017154693604,0.710267961025238,0.82815021276474,0.08168549090623856,0.9815719127655029
1,0.03337099811676083,True,848,480,0.4535377025604248,0.4042417109012604,0.7068978548049927,0.82798832654953,203.39837551116943,214.84940910339355,0.10736050705376599,False,0.5318515300750732,0.4202462136745453,-0.07294020056724548,0.9999753832817078,0.5352688431739807,0.40630441904067993,-0.07438454777002335,0.9999935626983643,0.537651002407074,0.40537598729133606,-0.07443064451217651,0.9999911785125732,0.5403271317481995,0.4042417109012604,-0.0745115578174591,0.9999944567680359,0.5301163196563721,0.4081307649612427,-0.05352696403861046,0.9999883770942688,0.5287600159645081,0.40847069025039673,-0.053488146513700485,0.9999712109565735,0.5274109244346619,0.40879687666893005,-0.053473908454179764,0.9999811053276062,0.5502985715866089,0.4059522747993469,-0.05836053565144539,0.9999895095825195,0.5348474979400635,0.4103884994983673,0.034109171479940414,0.9999418258666992,0.5396509170532227,0.4329927861690521,-0.06494563817977905,0.9999672770500183,0.5330393314361572,0.4348624050617218,-0.03842666372656822,0.9999008774757385,0.5673673748970032,0.47483745217323303,-0.11247929185628891,0.9999269843101501,0.5571919679641724,0.47714024782180786,0.1404077261686325,0.9985083341598511,0.5730794668197632,0.5816774368286133,-0.15164713561534882,0.9683796167373657,0.5666188597679138,0.576795756816864,0.1578439325094223,0.010145287029445171,0.5220810174942017,0.6071307063102722,-0.13539862632751465,0.9609193801879883,0.5570969581604004,0.6094990968704224,0.082992784678936,0.012420352548360825,0.5084180235862732,0.6198071241378784,-0.15731292963027954,0.9415631890296936,0.554161548614502,0.6205217838287354,0.07287520170211792,0.01968422532081604,0.5056359171867371,0.6108635067939758,-0.14904969930648804,0.9429348111152649,0.5507303476333618,0.6135191321372986,0.05499008297920227,0.019573258236050606,0.5091603994369507,0.6071838736534119,-0.12961021065711975,0.9222023487091064,0.5519439578056335,0.6098604798316956,0.07157167792320251,0.02265065535902977,0.5790801048278809,0.6480756998062134,-0.07830306142568588,0.9994989037513733,0.5838274955749512,0.6564836502075195,0.07825731486082077,0.9993029832839966,0.49069276452064514,0.6421347856521606,-0.053575992584228516,0.9523162841796875,0.6107791066169739,0.7877370715141296,0.06468039005994797,0.979644238948822,0.4903107285499573,0.7910252809524536,0.01439046673476696,0.9845084547996521,0.6979976296424866,0.7931454181671143,0.07262337952852249,0.9943137168884277,0.4997284710407257,0.814335823059082,0.020723871886730194,0.9846419095993042,0.7068978548049927,0.776745617389679,0.07366127520799637,0.9955323338508606,0.4535377025604248,0.8099183440208435,0.006947465240955353,0.9704636931419373,0.7063092589378357,0.82798832654953,0.05165286734700203,0.9813783764839172
2,0.06674199623352166,True,848,480,0.45387428998947144,0.40439319610595703,0.7067084908485413,0.8278234004974365,203.24649810791016,214.4034023284912,0.10705763734691232,False,0.5316715836524963,0.42029526829719543,-0.07191306352615356,0.9999690055847168,0.5350596904754639,0.40651002526283264,-0.07211355865001678,0.9999915957450867,0.5374075770378113,0.4055539667606354,-0.07215534150600433,0.9999887347221375,0.5401058197021484,0.40439319610595703,-0.0722329318523407,0.9999929070472717,0.5300881862640381,0.40819990634918213,-0.05214350298047066,0.9999850392341614,0.5287647843360901,0.4084915518760681,-0.05210501700639725,0.9999639987945557,0.5274748802185059,0.40879714488983154,-0.0520864762365818,0.9999761581420898,0.5502998232841492,0.4060117304325104,-0.0554874949157238,0.9999867677688599,0.535100519657135,0.41038641333580017,0.0361769013106823,0.9999243021011353,0.5392176508903503,0.43307435512542725,-0.06269184499979019,0.9999587535858154,0.5330808162689209,0.43486589193344116,-0.03730453923344612,0.9998747706413269,0.5679455995559692,0.4741496741771698,-0.11184310168027878,0.9999282360076904,0.5582246780395508,0.47673872113227844,0.14481602609157562,0.998442530632019,0.5735154151916504,0.5806651711463928,-0.15240299701690674,0.9705541133880615,0.566817581653595,0.5758398771286011,0.17040199041366577,0.009951896034181118,0.5229130387306213,0.606867253780365,-0.13834436237812042,0.9625498652458191,0.5571861863136292,0.6115357279777527,0.09517253190279007,0.01234725397080183,0.5087127089500427,0.6190013885498047,-0.1599002331495285,0.9428227543830872,0.5542146563529968,0.6235042810440063,0.08689673244953156,0.01948993094265461,0.5062674880027771,0.6106623411178589,-0.15116716921329498,0.9440193176269531,0.5506626963615417,0.6167776584625244,0.06821505725383759,0.019445151090621948,0.5099083781242371,0.6070365905761719,-0.13223493099212646,0.9225781559944153,0.5519588589668274,0.6128779053688049,0.08354469388723373,0.022429028525948524,0.578042209148407,0.6496662497520447,-0.07828568667173386,0.9994111061096191,0.5836512446403503,0.658278226852417,0.07824012637138367,0.99922776222229,0.4906349778175354,0.6423985958099365,-0.0437425933778286,0.9513691067695618,0.6107007265090942,0.7883583307266235,0.06754740327596664,0.9782140851020813,0.4901401698589325,0.7915886640548706,0.02273458056151867,0.982384443283081,0.6974409818649292,0.7931457757949829,0.07304314523935318,0.9940727353096008,0.4997301697731018,0.8143356442451477,0.02914808876812458,0.9824838638305664,0.7067084908485413,0.7768767476081848,0.07450538128614426,0.9953632354736328,0.45387428998947144,0.8095152974128723,0.017498042434453964,0.9675790071487427,0.7033169865608215,0.8278234004974365,0.05487370491027832,0.9811522364616394
3,0.1001129943502825,True,848,480,0.4541214406490326,0.4043867886066437,0.7065210938453674,0.8278515934944153,203.26310634613037,214.03490591049194,0.10688236989452715,False,0.5316637754440308,0.4203006625175476,-0.06685493886470795,0.9999654293060303,0.5350660085678101,0.40651416778564453,-0.06854017823934555,0.9999904632568359,0.5374236702919006,0.40554699301719666,-0.06857689470052719,0.9999873042106628,0.5401350855827332,0.4043867886066437,-0.06864800304174423,0.9999920129776001,0.5300912261009216,0.40819883346557617,-0.04687181115150452,0.9999833106994629,0.5287942886352539,0.40847742557525635,-0.04683592915534973,0.9999600648880005,0.5275325179100037,0.4087539613246918,-0.04683030769228935,0.9999736547470093,0.550361156463623,0.4059852659702301,-0.04793037846684456,0.9999850392341614,0.5351443290710449,0.4103337526321411,0.0419442392885685,0.9999151825904846,0.5390973687171936,0.4330899119377136,-0.05962400883436203,0.99995356798172,0.5331466197967529,0.4348658323287964,-0.03189564496278763,0.9998608231544495,0.5681302547454834,0.47408685088157654,-0.10455239564180374,0.9999297857284546,0.5584818720817566,0.4766782522201538,0.15292473137378693,0.9984186887741089,0.5736380815505981,0.5804425477981567,-0.14567768573760986,0.9724709391593933,0.5669203996658325,0.5754082798957825,0.18065540492534637,0.009802495129406452,0.5231167078018188,0.6067317724227905,-0.13263918459415436,0.963767409324646,0.5583689212799072,0.6133833527565002,0.11078762263059616,0.012255077250301838,0.5087921619415283,0.6186133027076721,-0.1539139598608017,0.943538248538971,0.5550063252449036,0.6254374980926514,0.1032167300581932,0.019265854731202126,0.5064636468887329,0.610537588596344,-0.14515535533428192,0.9445740580558777,0.5509254336357117,0.6185400485992432,0.08499833196401596,0.019269287586212158,0.5102025270462036,0.6069027781486511,-0.12660345435142517,0.9223299026489258,0.5524935722351074,0.6150586009025574,0.0995873436331749,0.02220064401626587,0.5775597095489502,0.6507944464683533,-0.07828573137521744,0.9993377923965454,0.583561897277832,0.659517228603363,0.07823890447616577,0.9991704225540161,0.49055424332618713,0.6425625681877136,-0.04414273053407669,0.9513280987739563,0.6107475757598877,0.7891389727592468,0.0666065365076065,0.9769071340560913,0.4902290403842926,0.7927525043487549,0.021919427439570427,0.9805561900138855,0.6971902847290039,0.7931498289108276,0.07468409091234207,0.9937812685966492,0.5001497864723206,0.8147847056388855,0.0284922793507576,0.9805492162704468,0.7065210938453674,0.7770547270774841,0.0769696831703186,0.9951866865158081,0.4541214406490326,0.8096492290496826,0.01765759289264679,0.9649777412414551,0.7039806246757507,0.8278515934944153,0.05849076807498932,0.9807133078575134
4,0.13348399246704332,True,848,480,0.45427289605140686,0.4043833315372467,0.7063099145889282,0.829149603843689,203.88781070709229,213.72739171981812,0.10705682484741263,False,0.5316605567932129,0.4203104078769684,-0.06362933665513992,0.999961256980896,0.5350590348243713,0.406561017036438,-0.06562402844429016,0.9999892115592957,0.5374205112457275,0.40555956959724426,-0.06565848737955093,0.9999856948852539,0.5401304364204407,0.4043833315372467,-0.06572730839252472,0.9999909996986389,0.5300948023796082,0.4082123935222626,-0.043509479612112045,0.9999814033508301,0.5288212299346924,0.4084780812263489,-0.0434730090200901,0.9999555349349976,0.5275861024856567,0.4087440073490143,-0.043466564267873764,0.9999707937240601,0.5504196286201477,0.4059562683105469,-0.045485612004995346,0.9999830722808838,0.5351865887641907,0.41029393672943115,0.045693349093198776,0.9999048709869385,0.5390651822090149,0.43310222029685974,-0.0568397231400013,0.999946653842926,0.5332460999488831,0.43486499786376953,-0.028475120663642883,0.99984210729599,0.5683413743972778,0.47407835721969604,-0.10352004319429398,0.9999306201934814,0.5592422485351562,0.47647199034690857,0.15678486227989197,0.998371422290802,0.5736747980117798,0.5804488062858582,-0.14529399573802948,0.9741156101226807,0.5670584440231323,0.5752077102661133,0.1851482093334198,0.009551577270030975,0.5231346487998962,0.6066392064094543,-0.1317533254623413,0.9648470878601074,0.5584917664527893,0.6144368052482605,0.11651812493801117,0.012093747965991497,0.5088172554969788,0.6182888746261597,-0.15309293568134308,0.9441885948181152,0.5551096200942993,0.6268413662910461,0.10910359770059586,0.018959084525704384,0.5065357089042664,0.610413670539856,-0.14430227875709534,0.9450696110725403,0.5513256788253784,0.620022177696228,0.09086687862873077,0.019006524235010147,0.5102960467338562,0.6067905426025391,-0.1257139891386032,0.9221176505088806,0.5527709126472473,0.6164317727088928,0.10528511554002762,0.021888049319386482,0.577061653137207,0.6518040299415588,-0.07847054302692413,0.9992567300796509,0.5835648775100708,0.6603912115097046,0.07842632383108139,0.9991036653518677,0.4902256727218628,0.6426072716712952,-0.04504779726266861,0.9509779810905457,0.6108669638633728,0.7894194722175598,0.06988923996686935,0.9755803942680359,0.4902236759662628,0.7936837077140808,0.018072154372930527,0.9786869883537292,0.6969119310379028,0.7931489944458008,0.07476885616779327,0.9935728311538696,0.5003663897514343,0.8158681988716125,0.024400843307375908,0.9787135124206543,0.7063099145889282,0.7770970463752747,0.07655408978462219,0.9950644969940186,0.45427289605140686,0.8110461831092834,0.013857587240636349,0.9624502658843994,0.704323947429657,0.829149603843689,0.05702590569853783,0.9804349541664124
5,0.16685499058380415,True,848,480,0.45438218116760254,0.40439385175704956,0.7058448195457458,0.8316689729690552,205.0920581817627,213.24031734466553,0.10744372929331192,False,0.5318939089775085,0.4203929901123047,-0.055770762264728546,0.999957799911499,0.5352188944816589,0.4066537022590637,-0.05673280358314514,0.9999880790710449,0.5375869870185852,0.40560245513916016,-0.056767288595438004,0.9999843239784241,0.5403560400009155,0.40439385175704956,-0.05683330446481705,0.9999901652336121,0.5302664637565613,0.4082949459552765,-0.03575581684708595,0.9999797940254211,0.529029905796051,0.4085454046726227,-0.03571972995996475,0.9999520182609558,0.5277971029281616,0.40879300236701965,-0.03571223467588425,0.9999685287475586,0.5506596565246582,0.4059520661830902,-0.0397769957780838,0.9999813437461853,0.5352036356925964,0.4103388488292694,0.052182458341121674,0.9998961687088013,0.5391528010368347,0.4331263601779938,-0.047822121530771255,0.9999400973320007,0.5336208939552307,0.4348682165145874,-0.02106502279639244,0.9998241662979126,0.5683658123016357,0.4738086760044098,-0.10179022699594498,0.9999329447746277,0.5597007274627686,0.47582849860191345,0.1618342101573944,0.9983648061752319,0.5738076567649841,0.5803230404853821,-0.14260245859622955,0.9756391644477844,0.5672399401664734,0.5749962329864502,0.18790937960147858,0.009469005279242992,0.5231136083602905,0.6065159440040588,-0.12905989587306976,0.9661152958869934,0.5584501028060913,0.6182669997215271,0.11858171969652176,0.012219488620758057,0.5088175535202026,0.6180762648582458,-0.15011675655841827,0.9453935623168945,0.5548939108848572,0.6321709752082825,0.11110527068376541,0.019056817516684532,0.5065480470657349,0.610339343547821,-0.1411210149526596,0.9461216926574707,0.551228404045105,0.6261966824531555,0.09304485470056534,0.019138045608997345,0.5103200078010559,0.606706440448761,-0.1231895312666893,0.9227876663208008,0.5527619123458862,0.6215276122093201,0.107391357421875,0.022017305716872215,0.5769866704940796,0.6520770192146301,-0.07871832698583603,0.99921053647995,0.5835707783699036,0.6604302525520325,0.07867090404033661,0.9990630745887756,0.4901832938194275,0.6426795721054077,-0.04508829116821289,0.9514374732971191,0.6108825206756592,0.7895885705947876,0.07210887223482132,0.974735677242279,0.490241676568985,0.7948691248893738,0.016179528087377548,0.9774330258369446,0.6964020133018494,0.7931596636772156,0.07565173506736755,0.993457019329071,0.5006637573242188,0.8173960447311401,0.02230522781610489,0.9771873950958252,0.7058448195457458,0.7772023677825928,0.07782424241304398,0.9949912428855896,0.45438218116760254,0.8127102255821228,0.012493113055825233,0.9608232378959656,0.7034503221511841,0.8316689729690552,0.060469646006822586,0.9804025292396545
6,0.200225988700565,True,848,480,0.4546040892601013,0.40457287430763245,0.7056946754455566,0.8329847455024719,205.63769817352295,212.9248170852661,0.10757018786712003,False,0.5320203304290771,0.42070791125297546,-0.05660160630941391,0.999954104423523,0.5352723598480225,0.4069407284259796,-0.057195231318473816,0.9999868869781494,0.5376406311988831,0.4058263897895813,-0.05722999572753906,0.9999828934669495,0.5404052734375,0.40457287430763245,-0.05729735270142555,0.9999892115592957,0.5303530693054199,0.40851953625679016,-0.036477506160736084,0.9999780654907227,0.5291379690170288,0.4087468683719635,-0.0364406555891037,0.9999482035636902,0.5279189944267273,0.40895020961761475,-0.03643209487199783,0.999966025352478,0.5507520437240601,0.4059964120388031,-0.039680030196905136,0.9999794960021973,0.5352436304092407,0.41042643785476685,0.05219447240233421,0.9998868703842163,0.5392081141471863,0.4332675635814667,-0.04801758751273155,0.9999328255653381,0.5338420867919922,0.43499115109443665,-0.021611744537949562,0.9998041987419128,0.5683506727218628,0.4737413227558136,-0.10103730112314224,0.99993497133255,0.5601557493209839,0.47544020414352417,0.16286182403564453,0.9983487725257874,0.5738751888275146,0.580290675163269,-0.14383801817893982,0.9769747257232666,0.5674479603767395,0.5749053359031677,0.18997357785701752,0.009358368813991547,0.5230826139450073,0.6064450740814209,-0.131638303399086,0.9672359824180603,0.5583696961402893,0.6199415922164917,0.12080130726099014,0.012315919622778893,0.5088164806365967,0.6179333329200745,-0.1530313491821289,0.9464825987815857,0.5547012090682983,0.6341204047203064,0.11385522782802582,0.01912931352853775,0.5065556764602661,0.610270082950592,-0.14380264282226562,0.9470784068107605,0.5510330200195312,0.6284648776054382,0.09536775201559067,0.019244076684117317,0.5103241801261902,0.606643795967102,-0.12547200918197632,0.9233354330062866,0.5526161789894104,0.6235865950584412,0.10947772860527039,0.0221109576523304,0.5769229531288147,0.6526244282722473,-0.07926696538925171,0.9991602897644043,0.5836392045021057,0.6607775092124939,0.07921647280454636,0.9990188479423523,0.4901731014251709,0.6427491903305054,-0.04583755508065224,0.9517199397087097,0.6110365390777588,0.7896690368652344,0.07428687065839767,0.9736526012420654,0.4903859496116638,0.7954704165458679,0.015592865645885468,0.9762821197509766,0.696221649646759,0.793160617351532,0.07776851207017899,0.9933207035064697,0.5011036396026611,0.8178252577781677,0.021675003692507744,0.975858747959137,0.7056946754455566,0.7771909832954407,0.0783555880188942,0.9949285387992859,0.4546040892601013,0.814156174659729,0.012031689286231995,0.9593082070350647,0.7032920122146606,0.8329847455024719,0.062085893005132675,0.9803537726402283
7,0.2335969868173258,True,848,480,0.4546969532966614,0.40481308102607727,0.7051296830177307,0.8327786326408386,205.42346477508545,212.3669548034668,0.10717658131746788,False,0.532110869884491,0.4210120439529419,-0.052212197333574295,0.9999514222145081,0.5353108644485474,0.40726032853126526,-0.05250919610261917,0.9999859929084778,0.5376788973808289,0.40609854459762573,-0.05253952741622925,0.9999817609786987,0.5404344797134399,0.40481308102607727,-0.052600715309381485,0.9999884366989136,0.5304102897644043,0.40880221128463745,-0.03214336931705475,0.9999769330024719,0.5292007327079773,0.4090185761451721,-0.0321091003715992,0.9999457597732544,0.527988612651825,0.409180223941803,-0.032103925943374634,0.9999645352363586,0.5508145093917847,0.4060821831226349,-0.03435170650482178,0.9999778270721436,0.5352502465248108,0.4105626344680786,0.05590428039431572,0.9998817443847656,0.5392535328865051,0.43339434266090393,-0.04336903616786003,0.9999275207519531,0.5339781045913696,0.4351273775100708,-0.01746375672519207,0.9997923970222473,0.5683501958847046,0.4737159311771393,-0.09763278812170029,0.9999365210533142,0.5602105259895325,0.47517234086990356,0.16413749754428864,0.998367190361023,0.5739202499389648,0.5802838206291199,-0.1430491805076599,0.9780517816543579,0.5676060318946838,0.5749295353889465,0.18975752592086792,0.009343794547021389,0.523056149482727,0.606442391872406,-0.13551342487335205,0.9680852890014648,0.558864176273346,0.6267499327659607,0.12206815183162689,0.012507176958024502,0.5088155269622803,0.6179467439651489,-0.15720970928668976,0.9472854733467102,0.5549739003181458,0.6426040530204773,0.11496980488300323,0.019290531054139137,0.5065648555755615,0.61026930809021,-0.1476486623287201,0.947732150554657,0.5513914823532104,0.6377695202827454,0.09658526629209518,0.019430624321103096,0.5103376507759094,0.6066427826881409,-0.12931250035762787,0.9235587120056152,0.5531978607177734,0.6322920322418213,0.1108631044626236,0.02233317866921425,0.5769054293632507,0.6531646847724915,-0.07920749485492706,0.9991135597229004,0.5836575031280518,0.6611982583999634,0.07915353775024414,0.9989809989929199,0.4901588261127472,0.6428915858268738,-0.042104389518499374,0.9523835182189941,0.6111607551574707,0.7896690368652344,0.07224898785352707,0.9730103015899658,0.490428626537323,0.7958190441131592,0.019602244719862938,0.9748228788375854,0.6957530379295349,0.7931512594223022,0.08135301619768143,0.9930644631385803,0.5012950897216797,0.8179622888565063,0.025748595595359802,0.9739847779273987,0.7051296830177307,0.7770763039588928,0.08271320909261703,0.994781494140625,0.4546969532966614,0.815037727355957,0.017336316406726837,0.9570454955101013,0.7035813331604004,0.8327786326408386,0.06626395881175995,0.979952871799469
8,0.26696798493408663,True,848,480,0.4546618163585663,0.40494304895401,0.7050822377204895,0.8326398134231567,205.29444694519043,212.3565173149109,0.10710400397349495,False,0.5322157144546509,0.42117786407470703,-0.05406767129898071,0.9999499917030334,0.5353517532348633,0.40745142102241516,-0.053983692079782486,0.9999855160713196,0.5377168655395508,0.4062538743019104,-0.054014720022678375,0.9999811053276062,0.5404585003852844,0.40494304895401,-0.05407794564962387,0.9999879598617554,0.5304656624794006,0.4089922308921814,-0.03380471467971802,0.9999763369560242,0.5292556285858154,0.40920960903167725,-0.03376990556716919,0.9999443888664246,0.5280444025993347,0.4093516767024994,-0.03376195952296257,0.9999637007713318,0.5508646965026855,0.40611210465431213,-0.03420828655362129,0.9999768733978271,0.5352517366409302,0.41065701842308044,0.055253248661756516,0.9998786449432373,0.5393214821815491,0.433468759059906,-0.04468727484345436,0.9999243021011353,0.5341382026672363,0.43522942066192627,-0.019035937264561653,0.999785304069519,0.5683671236038208,0.4737183749675751,-0.09703806787729263,0.9999380707740784,0.5605331063270569,0.47498613595962524,0.16401690244674683,0.9983803629875183,0.5739358067512512,0.580279529094696,-0.14261005818843842,0.9790634512901306,0.5677595138549805,0.5749481320381165,0.1900097280740738,0.009323307313024998,0.5230327248573303,0.6064428091049194,-0.13464348018169403,0.968785285949707,0.5588681101799011,0.6287121176719666,0.12247048318386078,0.012656429782509804,0.5087704658508301,0.617946982383728,-0.15618877112865448,0.9477815628051758,0.5549719333648682,0.6446025967597961,0.11523197591304779,0.01940242014825344,0.5065577626228333,0.6102737188339233,-0.14680339395999908,0.9481019973754883,0.5514941215515137,0.6397758722305298,0.09694566577672958,0.019574906677007675,0.510319173336029,0.6066514253616333,-0.1285075545310974,0.9234485030174255,0.5532549619674683,0.6343696117401123,0.11126910150051117,0.02250712364912033,0.576775074005127,0.6535615921020508,-0.07920581102371216,0.9990734457969666,0.5836847424507141,0.6614953279495239,0.07915161550045013,0.9989476799964905,0.4901003837585449,0.643003523349762,-0.044504083693027496,0.9522149562835693,0.6114362478256226,0.7897199392318726,0.07226112484931946,0.9720250964164734,0.4903958737850189,0.7959020733833313,0.016340503469109535,0.9733811616897583,0.6955128908157349,0.7931802868843079,0.08127443492412567,0.9928354620933533,0.5013548731803894,0.8183160424232483,0.022447731345891953,0.9723083972930908,0.7050822377204895,0.7770492434501648,0.08273185789585114,0.9946461319923401,0.4546618163585663,0.8151668310165405,0.01285871583968401,0.9550133347511292,0.703781247138977,0.8326398134231567,0.06588111817836761,0.9795940518379211
9,0.30033898305084744,True,848,480,0.4546567499637604,0.40496426820755005,0.704927384853363,0.8326025009155273,205.2663516998291,212.22949838638306,0.10702529200289312,False,0.5322352051734924,0.4212055504322052,-0.055361293256282806,0.9999485015869141,0.5353569388389587,0.40748244524002075,-0.05508686602115631,0.9999849796295166,0.5377220511436462,0.4062768518924713,-0.055119119584560394,0.9999803304672241,0.5404687523841858,0.40496426820755005,-0.05518493428826332,0.9999874234199524,0.5304840207099915,0.40902721881866455,-0.03511914610862732,0.9999756813049316,0.529274582862854,0.40924423933029175,-0.035083796828985214,0.9999428987503052,0.5280684232711792,0.4093805253505707,-0.03507466986775398,0.9999627470970154,0.5508787631988525,0.4061240255832672,-0.03439109027385712,0.999975860118866,0.5352491736412048,0.4106787145137787,0.0540849044919014,0.9998750686645508,0.539332926273346,0.4334908425807953,-0.045712582767009735,0.9999209642410278,0.5342015027999878,0.43525898456573486,-0.020344268530607224,0.9997780323028564,0.5683929324150085,0.47376349568367004,-0.0969461053609848,0.9999393224716187,0.5606715083122253,0.47497716546058655,0.16280357539653778,0.9983858466148376,0.5739664435386658,0.5802790522575378,-0.14304083585739136,0.9800695776939392,0.5679073333740234,0.5748557448387146,0.1886734813451767,0.009295466355979443,0.5230172872543335,0.6064429879188538,-0.13443580269813538,0.9695361256599426,0.5596564412117004,0.6285122036933899,0.12025078386068344,0.012784449383616447,0.5087692737579346,0.6179293394088745,-0.1559252291917801,0.9483364224433899,0.555696964263916,0.6442537307739258,0.11285196989774704,0.01950887404382229,0.5065646767616272,0.610265851020813,-0.14648734033107758,0.9485544562339783,0.5523025393486023,0.6392701268196106,0.09451752156019211,0.019716959446668625,0.5103452205657959,0.6066462993621826,-0.12823903560638428,0.9234717488288879,0.5541335940361023,0.6339476108551025,0.10904975980520248,0.022644562646746635,0.5767912268638611,0.6539002656936646,-0.0792025476694107,0.9990359544754028,0.5836929082870483,0.6619876623153687,0.07914793491363525,0.9989199638366699,0.49007922410964966,0.6432654857635498,-0.04318051412701607,0.9520399570465088,0.6115593314170837,0.7897173166275024,0.07227136194705963,0.9708070158958435,0.49037984013557434,0.79599928855896,0.01940084993839264,0.9721859097480774,0.6951661109924316,0.7932087779045105,0.0811290368437767,0.9926309585571289,0.5013741850852966,0.8186504244804382,0.02567284367978573,0.9709306955337524,0.704927384853363,0.7770516276359558,0.08242300152778625,0.9945140480995178,0.4546567499637604,0.815237820148468,0.0157457385212183,0.9533855319023132,0.7032232284545898,0.8326025009155273,0.0645488053560257,0.9793108701705933
