frame_idx,time_sec,left_hip_abduction_deg,right_hip_abduction_deg,left_knee_valid,right_knee_valid,left_knee_vis_min,right_knee_vis_min,subject_bbox_h_px,is_clipped
93,3.111923076923077,2.2578735,0.0803833,True,True,0.9900982975959778,0.98527991771698,286.18152379989624,False
94,3.1453846153846152,2.034027,0.118968666,True,True,0.9899504780769348,0.9850565195083618,286.2279796600342,False
95,3.1788461538461537,1.8311462,0.3249817,True,True,0.9894088506698608,0.9845542311668396,286.0527491569519,False
96,3.2123076923076925,1.6859741,0.53890383,True,True,0.9891413450241089,0.9842765927314758,285.72489738464355,False
97,3.245769230769231,1.5621643,0.75906706,True,True,0.9888534545898438,0.9838598966598511,285.41386127471924,False
98,3.2792307692307694,1.4634705,0.9420025,True,True,0.9886024594306946,0.9835633039474487,285.247278213501,False
99,3.312692307692308,1.3727112,1.1101774,True,True,0.9884052872657776,0.9833745956420898,285.06224155426025,False
100,3.3461538461538463,1.251709,1.2582806,True,True,0.9881912469863892,0.9832061529159546,285.02007722854614,False
101,3.3796153846153847,1.2436523,1.3672609,True,True,0.9878265857696533,0.9828541278839111,285.11101484298706,False
102,3.413076923076923,1.2731628,1.4524564,True,True,0.9875848293304443,0.9826002717018127,285.263192653656,False
103,3.4465384615384616,1.3760986,1.4784036,True,True,0.9870122075080872,0.9819480776786804,285.48721075057983,False
